SMILES,Tag,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference,identifier,vie,aie,vea,aea,hl,s0s1,s0t1,hr,cr2,cr1,er,ar1,ar2,lumo,homo
Oc1cc2c(c3ccccc13)OCCC2,,,,,,,,,,,,,,csd_MEZXAQ,6.809936039,6.594767009,0.836010917,0.668433537,6.727746536,3.7437,2.5621,0.432277525,0.217108495,0.21516903,0.337327698,0.16757738,0.169750319,0.40136815,-6.326378386
Oc1cc2c(c3ccccc13)OCC=C2,,,,,,,,,,,,,,csd_SAZNAI,6.798487387,6.53779227,0.294300706,0.117023143,6.243383616,3.2763,2.1503,0.44969546,0.189000343,0.260695117,0.361691208,0.177277563,0.184413644,-0.106668688,-6.350052304
Oc1cc2c(c3ccccc13)Cc1ccccc1-2,,,,,,,,,,,,,,csd_XIDZIW,7.026105931,6.91626736,0.181979204,0.046633754,6.595499132,3.7835,2.4819,0.221647738,0.111809166,0.109838571,0.27527289,0.135345449,0.139927441,-0.110478284,-6.705977416
Oc1cc2c(cc1O)-c1ccccc1OC2,,,,,,,,,,,,,,csd_GIGPUJ,7.117257074,6.908482451,0.585416835,0.389268274,6.872783298,3.9702,2.8555,0.418163924,0.209389301,0.208774623,0.392556799,0.19614856,0.196408239,0.199187448,-6.67359585
Oc1cc2c(c3ccccc13)Cc1c-2ccc2ccccc12,,,,,,,,,,,,,,csd_XIFBEW,6.861002122,6.763942188,-0.15391527,-0.264881618,6.26542485,3.5282,2.3341,0.196495887,0.099435952,0.097059934,0.227934251,0.110966348,0.116967904,-0.365176988,-6.630601838
Oc1cc2c(c3ccccc13)CCCC2,,,,,,,,,,,,,,csd_FESSOO,7.131934767,6.995683069,0.654910152,0.506222545,6.927750326,3.9727,2.6458,0.277875606,0.141623908,0.136251698,0.296430406,0.148687607,0.1477428,0.240548776,-6.68720155
Oc1cc2c(c3ccccc13)CCC(c1ccccc1)=C2,,,,,,,,,,,,,,csd_BIFSUH,6.759733754,6.638162798,-0.240905844,-0.467272882,6.08446904,3.3676,2.1014,0.244159048,0.122588092,0.121570957,0.428594217,0.226367038,0.202227179,-0.445178504,-6.529647544
Oc1cc2c(c3ccccc13)CC1=C2CCCC1,,,,,,,,,,,,,,csd_LOQQIT,6.766018309,6.648705038,0.430868029,0.309540396,6.54570227,3.6479,2.3537,0.23641746,0.119104189,0.117313271,0.245945395,0.121327632,0.124617763,0.112110968,-6.433591302
Oc1cc2c(c(O)c1O)Sc1cccc3c1N2c1ccccc1S3,,,,,,,,,,,,,,csd_OGIJUL,6.408156806,6.240750369,0.644912629,0.464998471,6.622438418,3.4292,2.9503,0.332520587,0.165114149,0.167406438,0.37297387,0.179914158,0.193059713,0.42857955,-6.193858868
Oc1cc2c(c(O)c1O)C=Cn1nnnc1C2,,,,,,,,,,,,,,csd_FUSNUE,7.855909547,7.59717659,0.058692813,-0.216353569,6.98924809,3.9804,2.8015,0.527163894,0.268430937,0.258732957,0.588966589,0.275046382,0.313920207,-0.38640188,-7.37564997
Oc1cc2c(c(O)c1O)-c1c(O)cccc1CC2,,,,,,,,,,,,,,csd_BOBNIR,7.293691192,7.052776804,0.952767769,0.662547793,8.313899042,4.5123,3.0521,0.487668343,0.246753955,0.240914388,0.638271251,0.290219976,0.348051276,1.013896764,-7.300002278
Oc1cc2c(c(O)c1O)-c1c(O)ccc(O)c1CCC2,,,,,,,,,,,,,,csd_MUDBES,6.863962451,6.598056813,1.003487261,0.731153311,7.060269844,4.0128,3.1487,0.544186312,0.278280675,0.265905637,0.613736256,0.27233395,0.341402306,0.68708785,-6.373181994
Oc1cc2c(c(O)c1O)-c1c(O)c(O)c(O)c3ccnc-2c13,,,,,,,,,,,,,,csd_RAVYAO,6.97241158,6.765202756,-0.256374654,-0.481406401,6.695637084,3.1474,2.1725,0.422045821,0.214836996,0.207208824,0.449431646,0.225031747,0.224399899,-0.25170545,-6.947342534
Oc1cc2c(c(Br)n1)CCc1ccccc1-2,,,,,,,,,,,,,,csd_MUSTEA,8.453022495,8.216920878,-0.035692921,-0.319854496,9.130513156,4.6929,2.9535,0.488670485,0.252568868,0.236101617,0.568857854,0.284161575,0.284696279,0.328441598,-8.802071558
Oc1cc2c(c(-c3ccccc3)cc3nc4ccccc4nc32)c(O)c1O,,,,,,,,,,,,,,csd_IZIPEO,7.497094992,7.288126679,-0.957894886,-1.130720202,7.33075116,3.5252,1.9651,0.424142731,0.215174418,0.208968314,0.342208662,0.172825316,0.169383346,-0.565725006,-7.896476166
Oc1cc2c(c(-c3cc4ccccc4[nH]3)c1)CCO2,,,,,,,,,,,,,,csd_COPWUC,7.204639709,6.954859357,0.384515939,0.037097383,6.95931555,4.1575,2.9069,0.40788977,0.158109418,0.249780352,0.541547078,0.347418556,0.194128522,0.103947548,-6.855368002
Oc1cc2c(cc1O)-c1ccccc1NC2,,,,,,,,,,,,,,csd_CUZQIZ,6.889093947,6.581404334,0.839302353,0.60335108,7.785997882,3.9827,2.7886,0.527213555,0.219523942,0.307689613,0.473360208,0.235951274,0.237408934,0.892261806,-6.893736076
Oc1cc2c(cc1O)-c1ccccc1OCC2,,,,,,,,,,,,,,csd_GEKXUS,7.21734112,6.978029102,0.808063884,0.5461442,7.188707652,4.3224,3.1696,0.486331257,0.247019239,0.239312018,0.52025209,0.261919684,0.258332406,0.44490639,-6.743801262
Oc1cc(O)c2c(c1)-n1c(-c3ccccc3)cc(-c3ccccc3)c1C2,,,,,,,,,,,,,,csd_CORVUB,6.765702357,6.608828908,0.467707366,0.244351025,6.914960968,4.0874,2.9905,0.309492395,0.152618946,0.156873449,0.442446752,0.223356341,0.21909041,0.32789737,-6.587063598
Oc1cc2c3cc(O)cc4c5c6ccccc6c6ccccc6c5c5c6ccccc6c6c7c8ccccc8c8ccccc8c7c(c1)c2c6c5c34,,,,,,,,,,,,,,csd_UCEKUL,6.275321092,6.172045393,-1.192895258,-1.305857399,5.200642768,2.716,1.7349,0.21073134,0.107455642,0.103275699,0.226796407,0.112962141,0.113834266,-1.1292731,-6.329915868
Oc1cc2ccc(-c3ccc4cc(O)c(O)c5c4c3OC5)c3c2c(c1O)CO3,,,,,,,,,,,,,,csd_WOYNEF,6.340035243,6.17069979,0.476547262,0.110266307,6.440666266,3.7314,2.5512,0.340572984,0.171237531,0.169335454,0.484542515,0.366280954,0.118261561,0.274290912,-6.166375354
Oc1cc2cc[nH]c(=[Se])c2cc1O,,,,,,,,,,,,,,csd_KIBNUF,7.310223696,7.136159173,-0.043682188,-0.275438145,7.353336622,2.8909,2.0146,0.346792422,0.172727899,0.174064523,0.466637686,0.231755956,0.23488173,0.142043508,-7.211293114
Oc1cc2cc3sc4ccccc4c3cc2cc1O,,,,,,,,,,,,,,csd_GIPJAT,7.618067353,7.452813609,0.0392236,-0.198718323,8.701389378,4.3776,1.6365,0.371685411,0.206431667,0.165253744,0.484100058,0.237941924,0.246158134,0.58232396,-8.119065418
Oc1cc2cc3cc(O)c(O)cc3cc2cc1O,,,,,,,,,,,,,,csd_LUMLAH,6.609995488,6.512736394,0.090287942,-0.10444402,6.02460396,3.2956,1.9796,0.194371955,0.097112861,0.097259095,0.386738267,0.194731962,0.192006305,-0.251977564,-6.276581524
Oc1cc2cc3c4c(cc(O)c(O)c4c2cc1O)CCN3,,,,,,,,,,,,,,csd_WEGZUE,6.061325091,5.840252739,0.884631212,0.591796003,6.326922614,3.3422,2.4369,0.423409275,0.202336923,0.221072353,0.583289611,0.292835209,0.290454402,0.598106572,-5.728816042
Oc1cc2cc3[nH]c4ccccc4c3cc2cc1O,,,,,,,,,,,,,,csd_ZIKJIM,6.698825389,6.628574888,0.177469676,0.030127156,6.27630941,3.4149,2.3797,0.153745961,0.08349546,0.070250501,0.294935847,0.14734252,0.147593327,-0.109117714,-6.385427124
Oc1cc2cc(-c3ccccc3)c(O)cc2cc1-c1ccccc1,,,,,,,,,,,,,,csd_IGAPEO,7.134394596,6.954929181,-0.142285771,-0.411261045,6.449918142,3.4745,2.5416,0.361542552,0.182077137,0.179465414,0.507226619,0.268975274,0.238251345,-0.328713712,-6.778631854
Oc1cc2cc(-c3ccccc3)[nH]c2c2ccccc12,,,,,,,,,,,,,,csd_GESLEY,6.728157972,6.609515234,0.259603151,0.035848734,6.436312442,3.6668,2.6784,0.239289487,0.120646749,0.118642738,0.401940542,0.223754417,0.178186125,0.004898052,-6.43141439
Oc1cc2cc(-c3ccc(Br)cc3)cc(-c3ccc(Br)cc3)c2c2ccccc12,,,,,,,,,,,,,,csd_BIFTAO,7.283791903,7.152249546,-0.410533494,-0.674915102,6.58787994,3.5669,2.6643,0.265531018,0.133988661,0.131542357,0.479945693,0.264381609,0.215564085,-0.496063822,-7.083943762
Oc1cc2c3ccccc3c(O)cc2c2ccccc12,,,,,,,,,,,,,,csd_RATSUA,6.689625024,6.53232618,0.040010336,-0.104104449,6.126102482,3.229,2.3105,0.316353423,0.159054579,0.157298845,0.287083345,0.144114785,0.14296856,-0.242997802,-6.369100284
Oc1cc2c3ccccc3[nH]c2c2ncccc12,,,,,,,,,,,,,,csd_QOKTES,6.896484754,6.741528348,0.133126659,-0.001710128,6.291819908,3.312,2.5038,0.318116967,0.163160561,0.154956406,0.270030423,0.134836786,0.135193637,-0.236194952,-6.52801486
Oc1cc2c3cc(O)cc4c5c6ccccc6c6ccccc6c5c5ccc6c7c8ccccc8c8ccccc8c7c(c1)c2c6c5c34,,,,,,,,,,,,,,csd_UCEKOF,6.449584802,6.360002425,-1.07492105,-1.186422482,5.407449408,2.9389,1.9266,0.182036103,0.092453725,0.089582378,0.22474766,0.111501433,0.113246228,-1.053353294,-6.460802702
Oc1cc2c3cc(O)c(O)cc3c3cc4[nH]c(-c5ccc(F)cc5)nc4cc3c2cc1O,,,,,,,,,,,,,,csd_NIKMUS,6.572017326,6.44205949,-0.355012714,-0.513321292,5.885553706,3.4612,2.5186,0.264635763,0.134677926,0.129957837,0.322477675,0.158308578,0.164169097,-0.49660805,-6.382161756
Oc1cc2c(cc1O)-c1cccn1CC2,,,,,,,,,,,,,,csd_WIVLET01,6.702176419,6.514925687,1.189403328,0.784696666,7.008840298,4.1506,2.8744,0.377758505,0.190507773,0.187250732,0.429475485,0.404706662,0.024768823,0.781239294,-6.227601004
Oc1cc2c3c4c(ccc5c4c4c(ccc6c4c3c1C6)C5)C2,,,,,,,,,,,,,,csd_YASDEE,7.013363377,6.881785319,0.34701414,0.145626678,6.817272042,3.6652,2.7527,0.265332837,0.13375478,0.131578058,0.406075749,0.201387462,0.204688287,0.10204275,-6.715229292
Oc1cc2c3c(cncc3c1)CC2,,,,,,,,,,,,,,csd_HIQDIX,7.817887493,7.65127669,0.387063607,0.167291333,8.227911018,4.2141,2.6595,0.337024346,0.170413542,0.166610803,0.434259766,0.219772273,0.214487493,0.413885394,-7.814025624
Oc1cc2c3c(c1O)-c1c(O)cccc1CC3NCC2,,,,,,,,,,,,,,csd_LURYEC,6.911520685,6.660892643,0.625099328,0.423439725,6.757134848,3.8038,3.037,0.508341959,0.257713918,0.250628042,0.404170679,0.201659604,0.202511076,0.303134996,-6.453999852
Oc1cc2c3c(c1)-c1[nH]c4ccccc4c1CC3CO2,,,,,,,,,,,,,,csd_COPWOW,6.851339844,6.717305086,0.289845275,0.101794773,6.577811722,3.7423,2.586,0.270261448,0.13622669,0.134034758,0.37582206,0.188050502,0.187771558,0.01768741,-6.560124312
Oc1cc2c(cn1)[nH]c1ccccc12,,,,,,,,,,,,,,csd_FUNVAN,7.401576312,7.281114165,0.304615568,0.13752315,7.08176685,3.7318,2.7944,0.258595132,0.138132985,0.120462147,0.335862528,0.167092418,0.16877011,0.028027742,-7.053739108
Oc1cc2c(cc1O)c1cc(O)c(O)c3c4cc(O)c(O)cc4c4c(O)c(O)cc2c4c13,,,,,,,,,,,,,,csd_WONGUC,6.40077,6.245158071,0.020866518,-0.148006886,6.093176688,3.3036,2.4121,0.313561588,0.15794966,0.155611928,0.339698682,0.168873404,0.170825278,-0.11700902,-6.210185708
Oc1cc2c(cc1O)OCC(c1ccc(O)c(O)c1O)=C2,,,,,,,,,,,,,,csd_DORLUR,6.611515762,6.253424078,0.53286207,0.160276234,7.222721902,3.6979,2.3319,0.711442597,0.353350914,0.358091684,0.7807484,0.372585836,0.408162564,0.614705526,-6.608016376
Oc1cc2c(cc1O)C1=Nc3ccc(Cl)cc3CN1CC2,,,,,,,,,,,,,,csd_FORJEE,6.865500439,6.627835255,0.065967781,-0.199473712,6.416992348,3.6137,2.5199,0.467745462,0.230080278,0.237665184,0.528261983,0.265441493,0.262820491,-0.167894338,-6.584886686
Oc1cc2c(cc1O)C1=Cc3ccc(O)c(O)c3CN1CC2,,,,,,,,,,,,,,csd_BAPVEU,5.892193832,5.634117649,0.559847071,0.267421122,5.93888805,3.1584,2.0317,0.426877205,0.168801022,0.258076183,0.615522956,0.29242595,0.323097007,0.328713712,-5.610174338
Oc1cc2c(cc1O)C(c1ccccc1)=C(c1ccccc1)C2,,,,,,,,,,,,,,csd_TEKDEV,6.819078825,6.608669776,0.144267441,-0.270222944,7.06680058,3.8976,2.3982,0.413869584,0.203460536,0.210409048,0.748876749,0.414490385,0.334386364,0.250616994,-6.816183586
Oc1cc2c(cc1O)C(c1cccc(Cl)c1)=NN=CC2,,,,,,,,,,,,,,csd_LIHVOP,7.691889976,7.339178531,-0.189563864,-0.463013128,6.935641632,3.7542,2.6321,0.767321207,0.414609761,0.352711446,0.572542278,0.273449263,0.299093015,-0.41225271,-7.347894342
Oc1cc2c(cc1O)C(=C1C(c3ccccc3)=Cc3ccccc31)CNC2,,,,,,,,,,,,,,csd_UQIMUE,6.943837706,6.709204144,-0.764803336,-1.086624945,6.257533544,3.1424,1.8277,0.536266761,0.301633199,0.234633562,0.660891163,0.321821609,0.339069554,-0.679740772,-6.937274316
Oc1cc2c(O)c3cc4c(cc3cc2c(O)c1O)OCO4,,,,,,,,,,,,,,csd_CAPBAY,6.364019644,6.190195125,0.059613647,-0.186697143,5.79466763,3.0572,1.875,0.324535674,0.150711155,0.173824518,0.479399561,0.24631079,0.233088771,-0.256875616,-6.051543246
Oc1cc2c(O)c(O)c3cc(O)cc4c(O)c(O)c(c1)c2c34,,,,,,,,,,,,,,csd_TEWWOJ,6.83369385,6.611843932,-0.145715414,-0.355857628,6.641486398,3.4898,1.9719,0.454657323,0.232807405,0.221849918,0.423349247,0.210142213,0.213207033,-0.151295384,-6.792781782
Oc1cc2c(Br)c(O)ccc2cc1Br,,,,,,,,,,,,,,csd_IZUTON,7.525444917,7.397837601,0.075076253,-0.100923273,6.788700072,3.8933,2.6009,0.258668031,0.131060715,0.127607316,0.348598715,0.175999526,0.172599189,-0.31973395,-7.108434022
Oc1cc(O)c2cc(C=Nc3ccccc3)[nH]c2c1C=Nc1ccccc1,,,,,,,,,,,,,,csd_KEVLON,6.754278195,6.593275689,-0.494711143,-0.695784069,5.90351323,3.4333,2.1643,0.32181916,0.160816653,0.161002507,0.393321739,0.201072926,0.192248813,-0.66395816,-6.56747139
Oc1cc(O)cc(-c2ccc3cc(O)cc(O)c3c2)c1,,,,,,,,,,,,,,csd_CEWYIN,7.585840184,7.315397835,0.524585288,0.127987595,9.320992956,4.6809,1.855,0.539791916,0.269349567,0.270442349,0.759386962,0.396597692,0.362789269,1.121926022,-8.199066934
Oc1cc(O)cc(-c2ccc(C3=CC(c4ccccc4)=C(c4ccccc4)C3)cc2)c1,,,,,,,,,,,,,,csd_WEGVUC,6.825556825,6.620992404,-0.424471173,-0.726762615,6.822714322,3.5169,1.9111,0.401931154,0.197366733,0.204564421,0.565861879,0.302291443,0.263570437,-0.214697946,-7.037412268
Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,,,,,,,,,,,,,,csd_MIBFIN,7.318849002,7.103220018,0.242597196,-0.002635751,7.637423638,4.2572,2.605,0.433547753,0.217918769,0.215628984,0.490245562,0.245232946,0.245012616,0.318645494,-7.318778144
Oc1cc(O)cc(-c2cc(O)cc(O)c2)c1,,,,,,,,,,,,,,csd_SAPQIM,7.475483835,7.304579535,0.821399701,0.393949234,7.490482078,4.3517,3.3974,0.349388607,0.178484307,0.1709043,0.733670229,0.427450467,0.306219762,0.443001592,-7.047480486
Oc1cc(O)cc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4cc(O)cc(O)c4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)c1,,,,,,,,,,,,,,csd_ZUNMAY,6.279947574,6.214235581,-1.568690679,-1.694030741,4.831111956,2.0524,1.186,0.135409913,0.069697919,0.065711994,0.238728333,0.125340062,0.113388271,-1.545335406,-6.376447362
Oc1cc(O)cc(-c2c3ccccc3nc3c(O)cccc23)c1,,,,,,,,,,,,,,csd_IGUTIN,7.122385851,6.986729675,-0.835167391,-0.997045016,5.680107636,2.819,1.7513,0.270933297,0.135277121,0.135656176,0.326339245,0.161877625,0.16446162,-1.090632912,-6.770740548
Oc1cc(O)cc(-c2c3ccccc3c3c4c5ccccc5c5c(-c6cc(O)cc(O)c6)c6ccccc6c(c6c7ccccc7c2c36)c54)c1,,,,,,,,,,,,,,csd_FUZBOT,6.691075093,6.587870688,-1.435252232,-1.547417894,5.368537106,2.6756,1.7709,0.21227858,0.109074176,0.103204405,0.225331073,0.112165663,0.11316541,-1.381250664,-6.74978777
Oc1cc(O)cc(-c2c3cc4ccccc4cc3cc3cc(O)cc(O)c23)c1,,,,,,,,,,,,,,csd_ZAHCAP,6.228277207,6.134059367,-0.824562564,-0.933351836,5.077375126,2.4544,1.1897,0.190906475,0.096688635,0.09421784,0.217083025,0.108789272,0.108293753,-0.980426742,-6.057801868
Oc1cc(O)c2ccccc2c1,,,,,,,,,,,,,,csd_NELPUQ,7.247123045,7.087756787,0.751288686,0.575750557,6.9116956,3.8969,2.6466,0.321677824,0.162311566,0.159366258,0.352894361,0.175538129,0.177356232,0.229119988,-6.682575612
Oc1cc(O)c2cccc(-c3ccc(-c4ccccc4)cc3)c2c1,,,,,,,,,,,,,,csd_HUYZOS,7.029165418,6.850042731,0.148822221,-0.203382711,6.7892443,3.8177,2.6329,0.355832947,0.17671026,0.179122687,0.628439637,0.352204933,0.276234704,0.007074964,-6.782169336
Oc1cc(O)c2ccc3c(ccc4c5cc(O)cc(O)c5ccc43)c2c1,,,,,,,,,,,,,,csd_ZODBIF,6.67500023,6.542316628,0.081622771,-0.077255342,6.37699159,3.4551,2.4784,0.271564874,0.138881271,0.132683603,0.317454451,0.158878113,0.158576338,-0.091974532,-6.468966122
Oc1cc(O)c2cc1C(c1ccccc1)=C1C=CC(=N1)C(c1ccccc1)=c1ccc(s1)=C(c1ccccc1)C1=NC(=C2c2ccccc2)C=C1,,,,,,,,,,,,,,csd_IBACUM,6.362381245,6.113801297,-1.751221484,-2.063091884,5.893172898,2.3666,0.3725,0.528620629,0.280040681,0.248579949,0.652007729,0.3118704,0.34013733,-1.182063216,-7.075236114
Oc1cc(O)c2cc(-c3ccc(Br)cc3)[nH]c2c1,,,,,,,,,,,,,,csd_BRMOIN,6.719048684,6.530685115,0.274686838,0.059673784,6.327738956,3.7499,2.5886,0.373820417,0.185456848,0.188363569,0.386629639,0.215013054,0.171616585,-0.01904798,-6.346786936
Oc1cc2c(-n3nnc(-c4ccccc4)c3-c3ccccc3)c3ccccn3c2cc1O,,,,,,,,,,,,,,csd_TEXGEL,6.587287276,6.340488857,-0.151367494,-0.350853723,6.010181918,3.0445,2.1035,0.476171472,0.229373054,0.246798418,0.455346588,0.199486229,0.255860359,-0.364088532,-6.37427045
Oc1cc(O)c2c3cccc4c5cccc6c7c(O)cc(O)c8c9cccc%10c9c9c%11c%12c(cccc%12c1c2c%11c(c43)c(c56)c9c87)C%10,,,,,,,,,,,,,,csd_PEGKET,6.068960447,5.993703238,-0.680561196,-0.790380964,4.923086488,2.664,2.1997,0.151436339,0.076179131,0.075257208,0.220437919,0.109819768,0.110618151,-0.902874252,-5.82596074
Oc1cc(O)c2c3c4ccccc4ccc3c3c4c5ccc6ccccc6c5c5c(O)cc(O)c6c7c8ccccc8ccc7c(c7c8ccc9ccccc9c8c1c2c73)c4c65,,,,,,,,,,,,,,csd_DAJXOE,5.813150973,5.704300475,-1.255485832,-1.346536809,4.799546732,2.424,1.5079,0.219770695,0.110920197,0.108850498,0.181535957,0.091050977,0.09048498,-1.121926022,-5.921472754
Oc1cc(O)c2c3c(O)cc(O)c4c(O)cc(O)c(c5c(O)cc(O)c1c25)c43,,,,,,,,,,,,,,csd_COPYAK,5.88526336,5.716231858,0.019728265,-0.140249188,5.4558857,2.9049,1.8494,0.339196088,0.170164585,0.169031502,0.366753889,0.159977453,0.206776435,-0.204629728,-5.660515428
Oc1cc(O)c2c(c1)oc1cc(O)cc(O)c12,,,,,,,,,,,,,,csd_BUSMIL,7.019264251,6.767138548,1.385395532,1.176816913,8.386281366,4.6183,3.1442,0.507744615,0.255618912,0.252125703,0.421673161,0.208578619,0.213094541,1.388597742,-6.997683624
Oc1cc(O)c2c(c1)oc(=S)c1ccc3ccccc3c12,,,,,,,,,,,,,,csd_ZUDRIZ,7.782110189,7.514488519,-0.825176997,-0.994038429,5.875213374,2.5811,2.0266,0.536288802,0.268667132,0.26762167,0.338280968,0.168861431,0.169419537,-1.09253771,-6.967751084
Oc1cc(O)c2c(c1)c1ccccc1c1cc(O)cc(O)c12,,,,,,,,,,,,,,csd_DIDNAG,6.683857949,6.47900019,0.308196099,0.127590037,6.456720992,3.4591,2.8228,0.420182847,0.215325087,0.20485776,0.365295602,0.180606062,0.184689541,0.073198666,-6.383522326
Oc1cc(O)c2c(c1)OCc1ccc3ccccc3c1-2,,,,,,,,,,,,,,csd_YAGZOV,6.94951931,6.755327984,0.100414501,-0.026755119,6.467061324,3.6508,2.43,0.401638223,0.207446897,0.194191326,0.253923533,0.127169621,0.126753912,-0.188847116,-6.65590844
Oc1cc(O)c2c(c1)OCC(c1ccc(F)cc1)=C2,,,,,,,,,,,,,,csd_LOCPEB,6.857226541,6.582810619,0.222417575,-0.130827377,6.425155768,3.6465,2.3636,0.490590548,0.216174627,0.274415921,0.551346366,0.353244952,0.198101414,-0.087348594,-6.512504362
Oc1cc(O)c2c(c1)Cc1cccc(O)c1-2,,,,,,,,,,,,,,csd_AWONUV,7.001169486,6.826068835,0.927978891,0.748398291,7.098910032,4.0715,3.0267,0.354138575,0.179037923,0.175100651,0.359190453,0.1795806,0.179609853,0.548581824,-6.550328208
Oc1cc(O)c2c(c1)COCc1cc(O)cc(O)c1-2,,,,,,,,,,,,,,csd_JAFLAE,6.984453088,6.770681282,1.141134413,0.912739174,7.402589256,4.3949,3.3107,0.437620837,0.223849031,0.213771806,0.457901004,0.22839524,0.229505764,0.80409687,-6.598492386
Oc1cc(O)c2c(c1)C=Cc1c(O)cccc1O2,,,,,,,,,,,,,,csd_COVNIK,7.287158388,6.82468957,0.003606109,-0.306741677,6.553321462,3.3701,2.4477,0.807248848,0.34478003,0.462468818,0.572652947,0.310347786,0.262305161,-0.341230956,-6.894552418
Oc1cc(O)c2c(c1)C=C(c1ccccc1)CC2,,,,,,,,,,,,,,csd_HOKXOX,7.117032389,6.924848393,0.159181438,-0.239639017,6.66135072,3.7786,2.5121,0.37770664,0.185522645,0.192183996,0.617588846,0.398820455,0.21876839,-0.12381187,-6.78516259
Oc1cc(O)cc(-c2cccc3ccc4c(ccc5cccc(-c6cc(O)cc(O)c6)c54)c23)c1,,,,,,,,,,,,,,csd_DULYUG,8.707522555,8.530564372,-0.177511935,-0.423571564,8.833092554,4.4038,1.1932,0.366378371,0.189420188,0.176958183,0.535538039,0.246059629,0.289478411,0.442457364,-8.39063519
Oc1cc(O)cc(-c2ccccc2-c2cc(O)cc(O)c2)c1,,,,,,,,,,,,,,csd_DIDMUZ,7.20585565,6.902131119,0.619135651,0.220248691,7.298913822,4.276,3.3827,0.834187672,0.530463141,0.303724531,0.757626983,0.39888696,0.358740022,0.392116274,-6.906797548
Oc1cc(O)cc(-c2ccnc(-c3cc(-c4cc(O)cc(O)c4)ccn3)c2)c1,,,,,,,,,,,,,,csd_WABQEY,7.744462129,7.665931933,-0.394814829,-0.583150642,6.804754798,3.777,3.1128,0.159232133,0.080701937,0.078530196,0.369098967,0.188335814,0.180763153,-0.592936406,-7.397691204
Oc1cc(O)cc(-n2c3ccccc3c3nc4ccccn4c32)c1,,,,,,,,,,,,,,csd_NIWYIE,6.690018474,6.506280026,0.174097993,0.004016675,6.316854396,3.4017,2.467,0.374441381,0.190702933,0.183738448,0.36303409,0.170081318,0.192952772,-0.120002274,-6.43685667
Oc1cc2c(-c3cccs3)nc3c(cnn3-c3ccccc3)c2cc1O,,,,,,,,,,,,,,csd_YAKROS,7.273967499,7.130298654,-0.631412509,-0.873214098,6.21372319,3.401,2.51,0.300451952,0.156783107,0.143668845,0.45626334,0.241801589,0.214461751,-0.81362086,-7.02734405
Oc1cc2c(-c3ccccc3)c3cc(O)c(O)cc3c(-c3ccccc3)c2cc1O,,,,,,,,,,,,,,csd_BOPYUD,6.40661773,6.295772636,-0.121779995,-0.367283695,6.245288414,3.2884,1.9032,0.226578443,0.11573335,0.110845094,0.49751555,0.2455037,0.25201185,-0.148574244,-6.393862658
Oc1cc2c(-c3ccccc3)c3c4ccccc4c4ccccc4c3c(-c3ccccc3)c2cc1O,,,,,,,,,,,,,,csd_ZURFEZ,6.632702286,6.531589622,-0.506985389,-0.659121334,6.067053744,3.3131,2.1903,0.203699642,0.102586978,0.101112664,0.309648861,0.152135944,0.157512917,-0.532527098,-6.599580842
Oc1cc2c(-c3ccccc3)c(-c3ccccc3)c3cc4c(-c5ccccc5)c(-c5ccccc5)c5cccc6c(O)cc(c4c65)c3c2c2ccccc12,,,,,,,,,,,,,,csd_RINRIS,6.183848882,6.072346089,-0.796242027,-0.913854596,5.463777006,2.8816,1.8118,0.226281295,0.114778502,0.111502793,0.23667741,0.117612569,0.119064841,-0.748041386,-6.211818392
Oc1cc2c(-c3ccc(-c4ccccc4)cc3)cccc2c(O)c1O,,,,,,,,,,,,,,csd_HUZBAH,6.873341676,6.717051639,0.128024467,-0.210674741,6.463523842,3.7335,2.5663,0.309220553,0.152930517,0.156290036,0.608373161,0.338699207,0.269673954,-0.064763132,-6.528286974
Oc1cc2[nH]cc(C=C(c3ccccc3)c3ccccc3)c2cc1O,,,,,,,,,,,,,,csd_GAJWAS,6.513265193,6.323532618,0.166169135,-0.128635907,6.30488138,3.5916,2.3588,0.385287845,0.19555527,0.189732575,0.585743889,0.294805042,0.290938847,0.009796104,-6.295085276
Oc1cc2[nH]c3ccccc3c2cc1Br,,,,,,,,,,,,,,csd_KENDIR,7.512764677,7.337430198,0.632801651,0.450910313,8.205325556,4.3008,3.091,0.353911468,0.178576989,0.175334479,0.365025148,0.181891338,0.18313381,0.678380202,-7.526945354
Oc1cc2[nH]c3ccc(C=C(c4ccccc4)c4ccccc4)cc3c2cc1C=C(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,csd_DABLAV,6.458636402,6.296352783,-0.186082166,-0.458611956,6.144062006,3.4118,2.394,0.361998696,0.199715077,0.162283619,0.572343635,0.27252979,0.299813845,-0.24762374,-6.391685746
