PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
[*]CCCCOC(=O)C1CCC(C(=O)O[*])CC1,,,6.5835,6.3839,,,,
[*]CCCCOC(=O)CC(=CC(=O)O[*])c1ccc(OCC)cc1,,,,3.9789,,,,
[*]CCCCOC(=O)CC(=O)O[*],,,,6.6946,,,,
[*]CCCCOC(=O)CC(N)C(=O)O[*],,,,5.536,,,,
[*]CCCCOC(=O)CCC(=O)O[*],,,,,,56.84,,
[*]CCCCOC(=O)CCC(C)CC(=O)O[*],,,,6.6786,,,,
[*]CCCCOC(=O)CCCC(=O)O[*],,,,,,31.41,,
[*]CCCCOC(=O)CCCCC(=O)O[*],,,,6.8238,,63.01,,
[*]CCCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.818,,44.62,,
[*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],,,,,,21.6,,
[*]CCCCOC(=O)CCCCCNC(=O)O[*],,,,6.3358,,,,
[*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,,,,,,31.12,,
[*]CCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],,,,6.544,,,,
[*]CCCCOC(=O)CCCCSCCCCC(=O)O[*],,,,5.4021,,,,
[*]CCCCOC(=O)CCSCCCCCCSCCC(=O)O[*],,,,,,29.63,,
[*]CCCCOC(=O)COCC(=O)O[*],,,,6.6832,,,,
[*]CCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,,,,5.4635,,,,
[*]CCCCOC(=O)NC1CC1NC(=O)O[*],,,,6.3078,,,,
[*]CCCCOC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,,,,6.1232,,,,
[*]CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],,,,6.932,,,,
[*]CCCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.3532,,44.03,,
[*]CCCCOC(=O)NCCCCNC(=O)O[*],,,,6.3043,,,,
[*]CCCCOC(=O)NCCNC(=O)O[*],,,,6.2788,,,,
[*]CCCCOC(=O)NCCSCCSCCNC(=O)O[*],,,,5.7445,,,,
[*]CCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,,,,5.6759,,,,
[*]CCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],,,,6.1019,,,,
[*]CCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,,,4.832,,,,
[*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,,,,,,52.18,,
[*]CCCCOC(=O)OCC1CCC(COC(=O)O[*])CC1,,,,7.0222,,,,
[*]CCCCOC(=O)O[*],,,,7.3079,,64.6,,
[*]CCCCOC(=O)SC(=O)O[*],,,,5.9582,,,,
[*]CCCCOC(=O)SNCCCCCCNSC(=O)O[*],,,,5.4377,,,,
[*]CCCCOC(=O)SSC(=O)O[*],,,,4.2442,,,,
[*]CCCCOC(=O)SSSC(=O)O[*],,,,3.9747,,,,
[*]CCCCOC(=O)SSSSC(=O)O[*],,,,4.6274,,,,
[*]CCCCOC(=O)c1ccc(C(=O)O[*])cc1,-5.97,2.4936,4.0149,,7.6583,34.54432121,3.59,1.7603
[*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,,,,,,21.52,,
[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,,,,3.6652,,,,
[*]CCCCOC(=O)c1cccc(C(=O)O[*])c1,,,,5.1711,,18.14,,
[*]CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O[*])cc3)cc2OCCC(C)CCCC(C)C)cc1,,,,,,37.44,,
[*]CCCCOCO[*],,,,6.4832,,65.43,,
[*]CCCCO[*],,,,5.9284,,17.54872941,,
[*]CCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,,,,4.2843,,,,
[*]CCCCOc1ccc(C=C2CCC(=Cc3ccc(O[*])cc3)C2=O)cc1,,,,2.9446,,,,
[*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)c(C(=O)OCC=C)c2)cc1,,,,3.1899,,10.14,,
[*]CCCCSCCS[*],,,4.9438,,,,,
[*]CCCCc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,,,,3.7312,,,,
[*]CCCCc1nc2cc3nc([*])[nH]c3cc2[nH]1,,,,4.4637,,,,
[*]CCCCc1nnc([*])n1N,,,,5.3914,,,,
[*]CCCCc1nnc([*])o1,,,,6.3699,,,,
[*]CCCN([*])C,,,,4.8968,,,,
[*]CCCN([*])C(=O)c1ccccc1,,,,5.2083,,,,
[*]CCCN([*])C(C)=O,,,,5.7364,,,,
[*]CCCN([*])C=O,,,,5.9715,,,,
[*]CCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,,,,5.4745,,,,
[*]CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO[*],,,,,,46.76,,
[*]CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO[*])C(C)C)C(C)C,,,,,,44.71,,
[*]CCCNC(=O)C(OC)C(OC)C(=O)N[*],,,,5.9354,,,,
[*]CCCNC(=O)CCC=CCCC(=O)N[*],,,,5.7523,,35.72,,
[*]CCCNC(=O)CCCCC(=O)NCCCO[*],,,,5.8321,,,,
[*]CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],,,4.6809,4.7768,,,,
[*]CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],,,,5.3556,,,,
[*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[*],,,,5.9339,,27.62,,
[*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCO[*],,,,5.9244,,,,
[*]CCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],,,,5.894,,,,
[*]CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO[*],,,,,,47.64,,
[*]CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO[*])C(C)C)C(C)C,,,,,,42.16,,
[*]CCCNC(=O)NCCCCCCNC(=O)O[*],,,,5.4226,,,,
[*]CCCNC(=O)O[*],,,,6.2603,,63.79,,
[*]CCCNC(=O)c1cccc(C(=O)N[*])c1,,,,4.8185,,,,
[*]CCCN[*],-5.18,0.5296,6.381,5.2088,5.8246,,3.03,1.6776
[*]CCCOC(=O)C(=O)O[*],,,,5.7163,,,,
[*]CCCOC(=O)C1CCC(C(=O)O[*])CC1,,,,6.703,,,,
[*]CCCOC(=O)CC(=O)O[*],,,,6.6256,,,,
[*]CCCOC(=O)CCC(=O)O[*],,,,6.805,,50.44,,
[*]CCCOC(=O)CCC(C)CC(=O)O[*],,,,6.7963,,,,
[*]CCCOC(=O)CCCC(=O)O[*],,,,6.7627,,24.04,,
[*]CCCOC(=O)CCCCC(=O)O[*],,,,6.7235,,26.74,,
[*]CCCOC(=O)CCCCCCC(=O)O[*],,,6.4907,6.9244,,92.48,,
[*]CCCOC(=O)CCCCCCCC(=O)O[*],,,,6.6032,,,,
[*]CCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.8385,,37.93,,
[*]CCCOC(=O)CCCCCCCCCC(=O)O[*],,,,6.7744,,,,
[*]CCCOC(=O)CCCCCCCCCCC(=O)O[*],,,6.3683,6.5126,,,,
[*]CCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O[*],,,,6.9154,,,,
[*]CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)[*],-5.41,0.7602,6.5329,,7.4162,,3.05,1.6306
[*]CCCOC(=O)CCCCSCCCCC(=O)O[*],,,,5.3966,,,,
[*]CCCOC(=O)COCC(=O)O[*],,,,6.0368,,,,
[*]CCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,,,,5.2766,,,,
[*]CCCOC(=O)N1CCC([*])CC1,,,,5.7499,,,,
[*]CCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.2372,,28.37,,
[*]CCCOC(=O)NCCSCCSCCNC(=O)O[*],,,,5.2508,,,,
[*]CCCOC(=O)Nc1cc(NC(=O)O[*])ccc1C,,,,5.0413,,,,
[*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,,,,,,47.76,,
[*]CCCOC(=O)O[*],,,,7.1953,,10.25,,
[*]CCCOC(=O)c1ccc(C(=O)O[*])cc1,,,,,,30.78,,
[*]CCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,,,,,,18.1,,
[*]CCCOC(=O)c1cccc(C(=O)O[*])c1,,,,5.151,,,,
[*]CCCOCCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.4909,,,,
[*]CCCOCCOCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,,,5.0994,,,,
[*]CCCO[*],-5.2,0.5672,7.4889,6.2459,6.904,55.46,3.03,1.6476
[*]CCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,,,,4.317,,,,
[*]CCCP(C)(=O)CCCNC(=O)CCCCCCCCC(=O)N[*],,,,5.7831,,,,
[*]CCCP(CCCCCCCC)CCCNC(=O)C(=O)N[*],,,,4.1641,,,,
[*]CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N[*],,,,4.7376,,,,
[*]CCCP(CCCNC(=O)C(=O)N[*])c1ccccc1,,,,4.5841,,,,
[*]CCCP(CCCNC(=O)CCCCC(=O)N[*])CC(C)C,,,,5.1348,,,,
[*]CCCP(CCCNC(=O)CCCCCCCCC(=O)N[*])c1ccccc1,,,,4.6632,,,,
[*]CCCP(CCCNC(=O)N[*])c1ccccc1,,,,4.7939,,,,
[*]CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)O[*],,,,6.4999,,,,
[*]CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O[*],,,,5.0984,,,,
[*]CCCS[*],,,,,,98.81,,
[*]CCC[Si](C)(C)O[Si](C)(C)CCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,,,,3.5354,,,,
[*]CCCc1nc2cc3sc([*])nc3cc2s1,,,,4.1967,,,,
[*]CCN(CCCC(=O)Nc1ccc(N=Nc2ccccc2)cc1)CCOC(=O)NCC1CCCC(CNC(=O)O[*])C1,,,,3.1195,,,,
[*]CCN(CCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O[*],,,,,,7.55,,
[*]CCN(CCOC(=O)C=Cc1ccc(C=CC(=O)O[*])cc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,,,,2.3089,,,,
[*]CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1)c1ccc(-c2c(NCCCO)c(=O)c2=O)cc1,,,,3.2653,,,,
[*]CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1)c1ccccc1,,,,4.4335,,,,
[*]CCN(CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1)c1ccccc1,,,,4.1239,,,,
[*]CCN(CCOC(=O)c1cccc(C(=O)O[*])c1)c1ccccc1,,,,3.0504,,,,
[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,37.92,,
[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,25.82,,
[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,24.72,,
[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,23.27,,
[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,26.86,,
[*]CCN([*])C(=O)CCCCCCCC,,,,,,16.86,,
[*]CCN([*])C(=O)CCCCCCCCC,,,,,,18.09,,
[*]CCN([*])C(=O)CCCCCCCCC=C,,,,,,17.53,,
[*]CCN([*])C(=O)CCCCCCCCCC,,,,,,15.83,,
[*]CCN([*])C(=O)CCCCCCCCCCCC,,,,,,13.23,,
[*]CCN([*])C(=O)CCCCCCCCCCCCC,,,,,,13.42,,
[*]CCN([*])C(=O)CCCCCCCCCCCCCC,,,,,,12.58,,
[*]CCN([*])C(=O)CCCCCCCCCCCCCCC,,,,,,11.08,,
[*]CCN([*])C(=O)CCCCCCCCCCO,,,,,,28.17,,
[*]CCN([*])C(=O)CO,,,,5.9405,,,,
[*]CCN([*])C(=O)Cc1ccc(C(F)(F)F)cc1,,,,4.9047,,,,
[*]CCN([*])C(=O)c1c(F)cc(F)c(F)c1F,,,,4.9884,,,,
[*]CCN([*])C(=O)c1c(F)cc(F)cc1F,,,,4.6328,,,,
[*]CCN([*])C(=O)c1c(F)cccc1F,,,,4.4989,,,,
[*]CCN([*])C(=O)c1cc(F)ccc1F,,,,4.4693,,,,
[*]CCN([*])C(=O)c1ccc(F)c(F)c1,,,,5.106,,,,
[*]CCN([*])C(=O)c1ccc(F)cc1,,,,5.1588,,,,
[*]CCN([*])C(=O)c1ccc(OC)cc1,,,,5.0115,,,,
[*]CCN([*])C(=O)c1ccc(OCCCSCC(=O)O)cc1,,,,,,11.78,,
[*]CCN([*])Cc1ccccc1,,,,3.8139,,,,
[*]CCN1C(=O)C(=CC=C2SC(=S)N([*])C2=O)SC1=S,,,,2.2801,,,,
[*]CCN1C(=O)C(=CCCCC=C2SC(=S)N([*])C2=O)SC1=S,,,,3.4576,,,,
[*]CCNC(=O)C(OC)C(OC)C(=O)N[*],,,,5.4257,,,,
[*]CCNC(=O)CCCCC(=O)N[*],,,,5.8254,,,,
[*]CCNC(=O)CCCCCCC(=O)N[*],,,,5.7413,,,,
[*]CCNC(=O)CCCCCCCCC(=O)N[*],,,,5.9828,,,,
[*]CCNC(=O)CCCCCCCCCCC(=O)N[*],,,,5.5657,,,,
[*]CCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],,,,5.9522,,,,
[*]CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],,,,5.9348,,,,
[*]CCNC(=O)CCP(C)(=O)CCC(=O)N[*],,,,6.0568,,,,
[*]CCNC(=O)NCCCCCCNC(=O)O[*],,,,5.6117,,,,
[*]CCNC(=O)c1ccc(O[*])cc1,,,,5.0314,,,,
[*]CCNC(=O)c1cccc(C(=O)N[*])c1,,,,4.6889,,,,
[*]CCNC(=O)c1cccc(O[*])c1,,,,4.5918,,,,
[*]CCNC(=S)[*],-5.36,1.6837,3.6727,3.7044,5.3628,,4.24,1.8641
[*]CCNC(C=C1)=CC=C1[*],-5.85,0.6326,3.689,4.1674,4.8208,,3.54,1.7816
[*]CCNC(S1)=CC=C1[*],-5.63,0.6915,3.793,3.9675,4.6632,,3.76,1.8184
[*]CCN[*],,,,5.0274,,,,
[*]CCN[Si](C)(C)N[*],,,,4.8016,,,,
[*]CCOC(=O)C(=O)O[*],,,,6.5784,,,,
[*]CCOC(=O)C1C2C=CC(C2)C1C(=O)O[*],,,5.3661,5.7779,,,,
[*]CCOC(=O)C1CCC(C(=O)O[*])CC1,,,6.4481,6.5843,,,,
[*]CCOC(=O)C=CC(=O)O[*],,,,4.8762,,,,
[*]CCOC(=O)CC(=O)O[*],,,,6.8494,,,,
[*]CCOC(=O)CCC(=O)O[*],,,,6.5377,,79.99,,
[*]CCOC(=O)CCC(C)CC(=O)O[*],,,,6.6742,,,,
[*]CCOC(=O)CCCCC(=O)O[*],-5.59,1.0754,6.7769,6.7259,7.8277,69.34,3.25,1.6581
[*]CCOC(=O)CCCCCC(=O)O[*],,,,6.8822,,,,
[*]CCOC(=O)CCCCCCC(=O)O[*],-5.5,0.8924,6.8383,6.9025,7.7636,57.21,3.16,1.6577
[*]CCOC(=O)CCCCCCCC(=O)O[*],,,,,,57.8,,
[*]CCOC(=O)CCCCCCCCC(=O)O[*],,,,6.8048,,60.1,,
[*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],,,,5.8201,,22.75,,
[*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,,,,,,17.83,,
[*]CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],,,,6.7001,,,,
[*]CCOC(=O)CCCCSCCCCC(=O)O[*],,,,5.1928,,,,
[*]CCOC(=O)CCSCCC(=O)O[*],,,,5.4614,,,,
[*]CCOC(=O)COCC(=O)O[*],,,,6.1826,,,,
[*]CCOC(=O)CSC(=O)Nc1ccc(Cc2ccc(NC(=O)SCC(=O)O[*])cc2)cc1,,,,4.3268,,,,
[*]CCOC(=O)Cc1ccc(CC(=O)O[*])cc1,,,,5.1252,,,,
[*]CCOC(=O)N(C)c1ccc(C)c(N(C)C(=O)O[*])c1,,,,5.1683,,,,
[*]CCOC(=O)NC1CCC(NC(=O)O[*])CC1,,,,6.3209,,,,
[*]CCOC(=O)NCCC(C)NC(=O)O[*],,,,6.4089,,,,
[*]CCOC(=O)NCCCC(CCNC(=O)O[*])OC,,,,5.8395,,,,
[*]CCOC(=O)NCCCCCCCCCCNC(=O)O[*],,,6.6421,6.2273,,,,
[*]CCOC(=O)NCCCCCCCCCNC(=O)O[*],,,,6.3118,,,,
[*]CCOC(=O)NCCCCCCNC(=O)O[*],,,,6.1814,,21.16,,
[*]CCOC(=O)NCCCOCCCNC(=O)O[*],,,,6.238,,,,
[*]CCOC(=O)NCCNC(=O)O[*],,,,6.1962,,,,
[*]CCOC(=O)NCCOCCOCCNC(=O)O[*],-5.52,0.573,6.4585,6.1403,7.1012,,3.53,1.6526
[*]CCOC(=O)NCCSCCCCSCCNC(=O)O[*],,,5.1094,5.1396,,,,
[*]CCOC(=O)NCCSCCSCCNC(=O)O[*],,,,5.2808,,,,
[*]CCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],,,,5.8878,,,,
[*]CCOC(=O)Nc1c(C)c(C)c(NC(=O)O[*])c(C)c1C,,,,5.3419,,,,
[*]CCOC(=O)Nc1cc(NC(=O)O[*])ccc1C,,,,5.1142,,,,
[*]CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O[*])c(C)c2)cc1C,,,,4.3385,,,,
[*]CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O[*])cc2)cc1,,,4.3346,4.7807,,,,
[*]CCOC(=O)Nc1ccc(NC(=O)O[*])cc1,,,,4.8391,,,,
[*]CCOC(=O)Nc1cccc(NC(=O)O[*])c1,,,,5.098,,,,
[*]CCOC(=O)Nc1cccc2c(NC(=O)O[*])cccc12,,,,3.9352,,,,
[*]CCOC(=O)O[*],,,,7.5976,,,,
[*]CCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2C)c(C)c1,,,,4.5782,,,,
[*]CCOC(=O)c1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc(C(=O)O[*])cc2)cc1,,,,4.4904,,,,
[*]CCOC(=O)c1ccc(C(=O)O[*])c2c1CC2,,,,4.3335,,,,
[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,-6.18,2.2723,3.8637,4.6867,7.1539,31.7557344,3.82,1.8075
[*]CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O[*])cc32)cc1,,,,4.3486,,,,
[*]CCOC(=O)c1ccc(Cc2ccc(C(=O)O[*])cc2)cc1,,,,4.6415,,,,
[*]CCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,,,,4.188,,,,
[*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,,,,,,22.49,,
[*]CCOC(=O)c1ccc(O[*])c(C)c1,,,,4.4876,,,,
[*]CCOC(=O)c1ccc(O[*])c(Cl)c1,,,,4.81,,,,
[*]CCOC(=O)c1ccc(O[*])cc1,,,,,,67.44,,
[*]CCOC(=O)c1ccc(O[*])cc1C,,,,4.5424,,,,
[*]CCOC(=O)c1ccc(O[*])cc1Cl,,,,4.6773,,,,
[*]CCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,,,,,,40.762904,,
[*]CCOC(=O)c1ccc2ccc(C(=O)O[*])cc2c1,,,,3.9507,,,,
[*]CCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.9772,,40.99,,
[*]CCOC(=S)NC(=S)C(C=C1)=CC=C1N[*],-5.81,2.6209,2.4106,2.7606,5.413,,5.17,2.0467
[*]CCOCC(=O)NCCCCCCNC(=O)CO[*],,,,5.4615,,,,
[*]CCOCC(=O)NCCNC(=O)CO[*],,,,5.9751,,,,
[*]CCOCC(=O)O[*],,,,5.8983,,55.93,,
[*]CCOCCC(=O)O[*],,,,6.821,,,,
[*]CCOCCOC(=O)C(=O)O[*],,,,5.9165,,,,
[*]CCOCCOC(=O)C(C)C(=O)O[*],,,,6.4398,,,,
[*]CCOCCOC(=O)C(CCC)C(=O)O[*],,,,6.4978,,,,
[*]CCOCCOC(=O)C(CCCCCCC)C(=O)O[*],,,,6.4036,,,,
[*]CCOCCOC(=O)C1CCC(C(=O)O[*])CC1,,,,6.6414,,,,
[*]CCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O[*],,,,3.8434,,,,
[*]CCOCCOC(=O)C=CC(=O)O[*],,,,4.6987,,,,
[*]CCOCCOC(=O)CC(=O)O[*],,,,6.2374,,,,
[*]CCOCCOC(=O)CCC(=O)O[*],,,,6.5538,,,,
[*]CCOCCOC(=O)CCC(C)CC(=O)O[*],,,,6.43,,,,
[*]CCOCCOC(=O)CCCC(=O)O[*],,,,6.4269,,,,
[*]CCOCCOC(=O)CCCCCC(=O)O[*],,,,6.5004,,,,
[*]CCOCCOC(=O)CCCCCCC(=O)O[*],,,,6.7743,,,,
[*]CCOCCOC(=O)CCCCCCCC(=O)O[*],,,,6.5091,,,,
[*]CCOCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.493,,,,
[*]CCOCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O[*],,,,6.2057,,,,
[*]CCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],,,5.7504,6.5167,,,,
[*]CCOCCOC(=O)CCCCSCCCCC(=O)O[*],,,,5.2898,,,,
[*]CCOCCOC(=O)CCSCCC(=O)O[*],,,,5.4283,,,,
[*]CCOCCOC(=O)COCC(=O)O[*],,,,5.9381,,,,
[*]CCOCCOC(=O)NC(=CC=C1(C))C=C1NC(=O)O[*],-5.83,0.755,4.5558,5.0931,5.1123,,3.82,1.7289
[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.0376,,56.78,,
[*]CCOCCOC(=O)NCCNC(=O)O[*],,,,6.3071,,,,
[*]CCOCCOC(=O)O[*],-5.52,0.4954,6.6617,6.7562,7.5966,,3.32,1.6326
[*]CCOCCOC(=O)c1ccc(C(=O)O[*])cc1,,,,,,38.53,,
[*]CCOCCOC(=O)c1ccc(Cc2ccc(C(=O)O[*])cc2)cc1,,,,4.5987,,,,
[*]CCOCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,,,,4.1569,,,,
[*]CCOCCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.8122,,,,
[*]CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,4.9082,,,,
[*]CCOCCOCCOC(=O)C(=O)O[*],,,,4.4209,,,,
[*]CCOCCOCCOC(=O)C1CCC(C(=O)O[*])CC1,,,,6.1079,,,,
[*]CCOCCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O[*],,,,4.4951,,,,
[*]CCOCCOCCOC(=O)CC(=O)O[*],,,,5.6203,,,,
[*]CCOCCOCCOC(=O)CCC(=O)O[*],,,,6.2323,,,,
[*]CCOCCOCCOC(=O)CCCCC(=O)O[*],,,,6.384,,,,
[*]CCOCCOCCOC(=O)CCCCCC(=O)O[*],,,5.5157,6.1082,,,,
[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],,,6.184,6.0293,,,,
[*]CCOCCOCCOC(=O)CCCCCCCC(=O)O[*],,,,6.3362,,,,
[*]CCOCCOCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.1436,,,,
[*]CCOCCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],,,,6.1148,,,,
[*]CCOCCOCCOC(=O)CCSCCC(=O)O[*],,,,5.3579,,,,
[*]CCOCCOCCOC(=O)COCC(=O)O[*],,,,6.0666,,,,
[*]CCOCCOCCOC(=O)CSC(=O)Nc1ccc(C)c(NC(=O)SCC(=O)O[*])c1,,,,4.461,,,,
[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.2098,,35.73,,
[*]CCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.9478,,,,
[*]CCOCCOCCOC(=O)c1ccccc1C(=O)O[*],,,,4.8493,,,,
[*]CCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],,,,5.3735,,,,
[*]CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.0228,,25.61,,
[*]CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],,,,5.3303,,,,
[*]CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,5.6975,,22.98,,
[*]CCOCCOCCOCCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.6176,,,,
[*]CCOCCOCCOCCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(O[*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,,,,3.9357,,,,
[*]CCOCCOCCOCCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,,,,3.9391,,,,
[*]CCOCCOCCOCCOCc1cc(CO[*])cc(OCCCCCCCCCCCCCCCC)c1,,,,,,26.35,,
[*]CCOCCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,,,,3.8885,,,,
[*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[*])cc3)cc2)cc1,,,,,,55.55,,
[*]CCOCCOc1ccc(NC=Nc2ccc(O[*])cc2)cc1,,,,3.9725,,,,
[*]CCOCO[*],,,,6.6358,,62.84,,
[*]CCON[*],-5.12,0.6058,5.7904,5.6784,4.8207,,3.46,1.7034
[*]CCO[*],-5.21,0.3936,6.2206,5.5372,7.0344,70.6655082,3.15,1.6377
[*]CCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O[*])c(OC)c3)cc2)cc1OC,,,,3.2659,,,,
[*]CCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,,,,4.4185,,,,
