index,PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
2038.0,[*]CCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O[*],,,,3.8434,,,,
2039.0,[*]CCOCCOC(=O)C=CC(=O)O[*],,,,4.6987,,,,
2040.0,[*]CCOCCOC(=O)CC(=O)O[*],,,,6.2374,,,,
2041.0,[*]CCOCCOC(=O)CCC(=O)O[*],,,,6.5538,,,,
2042.0,[*]CCOCCOC(=O)CCC(C)CC(=O)O[*],,,,6.43,,,,
2043.0,[*]CCOCCOC(=O)CCCC(=O)O[*],,,,6.4269,,,,
2044.0,[*]CCOCCOC(=O)CCCCCC(=O)O[*],,,,6.5004,,,,
2045.0,[*]CCOCCOC(=O)CCCCCCC(=O)O[*],,,,6.7743,,,,
2046.0,[*]CCOCCOC(=O)CCCCCCCC(=O)O[*],,,,6.5091,,,,
2047.0,[*]CCOCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.493,,,,
2048.0,[*]CCOCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O[*],,,,6.2057,,,,
2049.0,[*]CCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],,,5.7504,6.5167,,,,
2050.0,[*]CCOCCOC(=O)CCCCSCCCCC(=O)O[*],,,,5.2898,,,,
2051.0,[*]CCOCCOC(=O)CCSCCC(=O)O[*],,,,5.4283,,,,
2052.0,[*]CCOCCOC(=O)COCC(=O)O[*],,,,5.9381,,,,
2053.0,[*]CCOCCOC(=O)NC(=CC=C1(C))C=C1NC(=O)O[*],-5.83,0.755,4.5558,5.0931,5.1123,,3.82,1.7289
2054.0,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.0376,,56.78,,
2055.0,[*]CCOCCOC(=O)NCCNC(=O)O[*],,,,6.3071,,,,
2056.0,[*]CCOCCOC(=O)O[*],-5.52,0.4954,6.6617,6.7562,7.5966,,3.32,1.6326
2057.0,[*]CCOCCOC(=O)c1ccc(C(=O)O[*])cc1,,,,,,38.53,,
2058.0,[*]CCOCCOC(=O)c1ccc(Cc2ccc(C(=O)O[*])cc2)cc1,,,,4.5987,,,,
2059.0,[*]CCOCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,,,,4.1569,,,,
2060.0,[*]CCOCCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.8122,,,,
2061.0,[*]CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,4.9082,,,,
2062.0,[*]CCOCCOCCOC(=O)C(=O)O[*],,,,4.4209,,,,
2063.0,[*]CCOCCOCCOC(=O)C1CCC(C(=O)O[*])CC1,,,,6.1079,,,,
2064.0,[*]CCOCCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O[*],,,,4.4951,,,,
2065.0,[*]CCOCCOCCOC(=O)CC(=O)O[*],,,,5.6203,,,,
2066.0,[*]CCOCCOCCOC(=O)CCC(=O)O[*],,,,6.2323,,,,
2067.0,[*]CCOCCOCCOC(=O)CCCCC(=O)O[*],,,,6.384,,,,
2068.0,[*]CCOCCOCCOC(=O)CCCCCC(=O)O[*],,,5.5157,6.1082,,,,
2069.0,[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],,,6.184,6.0293,,,,
2070.0,[*]CCOCCOCCOC(=O)CCCCCCCC(=O)O[*],,,,6.3362,,,,
2071.0,[*]CCOCCOCCOC(=O)CCCCCCCCC(=O)O[*],,,,6.1436,,,,
2072.0,[*]CCOCCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],,,,6.1148,,,,
2073.0,[*]CCOCCOCCOC(=O)CCSCCC(=O)O[*],,,,5.3579,,,,
2074.0,[*]CCOCCOCCOC(=O)COCC(=O)O[*],,,,6.0666,,,,
2075.0,[*]CCOCCOCCOC(=O)CSC(=O)Nc1ccc(C)c(NC(=O)SCC(=O)O[*])c1,,,,4.461,,,,
2076.0,[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.2098,,35.73,,
2077.0,[*]CCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.9478,,,,
2078.0,[*]CCOCCOCCOC(=O)c1ccccc1C(=O)O[*],,,,4.8493,,,,
2079.0,[*]CCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],,,,5.3735,,,,
2080.0,[*]CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,6.0228,,25.61,,
2081.0,[*]CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],,,,5.3303,,,,
2082.0,[*]CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],,,,5.6975,,22.98,,
2083.0,[*]CCOCCOCCOCCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,,,,4.6176,,,,
2084.0,[*]CCOCCOCCOCCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(O[*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,,,,3.9357,,,,
2085.0,[*]CCOCCOCCOCCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,,,,3.9391,,,,
2086.0,[*]CCOCCOCCOCCOCc1cc(CO[*])cc(OCCCCCCCCCCCCCCCC)c1,,,,,,26.35,,
2087.0,[*]CCOCCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,,,,3.8885,,,,
2088.0,[*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[*])cc3)cc2)cc1,,,,,,55.55,,
2089.0,[*]CCOCCOc1ccc(NC=Nc2ccc(O[*])cc2)cc1,,,,3.9725,,,,
2090.0,[*]CCOCO[*],,,,6.6358,,62.84,,
2091.0,[*]CCON[*],-5.12,0.6058,5.7904,5.6784,4.8207,,3.46,1.7034
2092.0,[*]CCO[*],-5.21,0.3936,6.2206,5.5372,7.0344,70.6655082,3.15,1.6377
2093.0,[*]CCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O[*])c(OC)c3)cc2)cc1OC,,,,3.2659,,,,
2094.0,[*]CCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,,,,4.4185,,,,
2095.0,[*]CCOc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(O[*])cc2)cc1,,,,4.6906,,,,
2096.0,[*]CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O[*])cc2)cc1,,,,,,96.09,,
2097.0,[*]CCS(=O)(=O)CCN1CCN([*])CC1,,,,4.9753,,,,
2098.0,[*]CCSCCO[*],,,,5.5968,,,,
2099.0,[*]CCSSCCOCO[*],,,,5.3189,,,,
2100.0,[*]CCSSCCO[*],,,,5.6114,,,,
2101.0,[*]CCSSSSCCO[*],,,,4.5753,,,,
2102.0,[*]CCc1c(C)c(C)c([*])c(C)c1C,,,,4.9544,,,,
2103.0,[*]CCc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,,,,4.5904,,,,
2104.0,[*]CCc1cc(Cl)c([*])c(Cl)c1,,,,5.1758,,,,
2105.0,[*]CCc1cc(Cl)c([*])cc1Cl,,,,5.2202,,,,
2106.0,[*]CCc1ccc(-c2ccc([*])cc2)cc1,-6.09,1.482,3.7492,4.2048,5.6867,,3.58,1.872
2107.0,[*]CCc1ccc(Cc2ccc(CCS[*])cc2)cc1,,,4.3552,4.9003,,,,
2108.0,[*]CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O[*])c4)cc3)c2)cc1,,,,,,57.22,,
2109.0,[*]CCc1ccc([*])c(Br)c1,,,,5.0525,,,,
2110.0,[*]CCc1ccc([*])c(C#N)c1,,,,4.7476,,,,
2111.0,[*]CCc1ccc([*])c(Cl)c1,,,,5.1823,,,,
2112.0,[*]CCc1ccc([*])c(Cl)c1Cl,,,,5.1237,,,,
2113.0,[*]CCc1ccc([*])c(F)c1,,,,5.0809,,,,
2114.0,[*]CCc1ccc([*])o1,,,,4.9056,,,,
2115.0,[*]CCc1cccc([*])c1,,,,5.4567,,,,
2116.0,[*]CCc1cnc([*])cn1,,,,4.5671,,,,
2117.0,[*]CCc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,,,,3.7563,,,,
2118.0,[*]CCc1nnc([*])n1N,,,,5.722,,,,
2119.0,[*]CNC(=O)C(=S)[*],-5.8,4.0732,2.3654,2.9496,7.0203,,5.23,1.9972
2120.0,[*]CNC(=O)C(S1)=CC=C1[*],-6.02,1.968,3.849,4.353,6.3237,,4.11,1.8558
2121.0,[*]CNC(=O)CC(=O)N[*],,,,6.3692,,,,
2122.0,[*]CNC(=O)CCCC(=O)N[*],,,,6.1798,,,,
2123.0,[*]CNC(=O)CCCCC(=O)NCC1COC([*])CO1,,,,6.0452,,,,
2124.0,[*]CNC(=O)CCCCC(=O)N[*],,,,6.0289,,,,
2125.0,[*]CNC(=O)CCCCCC(=O)N[*],,,,5.7012,,,,
2126.0,[*]CNC(=O)CCCCCCC(=O)N[*],,,,5.7869,,,,
2127.0,[*]CNC(=O)CCCCCCCCC(=O)N[*],,,,6.1742,,,,
2128.0,[*]CNC(=O)CCCCCCCCCCC(=O)N[*],,,,6.1331,,,,
2129.0,[*]CNC(=O)NCOC(=O)NCCCCCCNC(=O)O[*],,,,6.3471,,,,
2130.0,[*]CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,,,5.273,,,,
2131.0,[*]CNC(=O)NCOCO[*],-5.58,0.7808,6.6011,6.2147,7.215,,4.22,1.6883
2132.0,[*]CNC(=O)N[*],,,,5.4697,,,,
2133.0,[*]CNC(=O)OC(c1ccco1)C(OC(=O)NCc1ccc(C(C)(C)c2ccc([*])o2)o1)c1ccco1,,,,4.7926,,,,
2134.0,[*]CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc([*])o4)o3)o2)o1,,,,4.4843,,,,
2135.0,[*]CNC(=O)ONC(=O)NO[*],-5.82,1.4002,5.9707,6.8117,7.4526,,4.65,1.7609
2136.0,[*]CNC(=S)C(=O)[*],-5.79,3.7481,2.1003,2.602,6.3386,,5.35,2.0233
2137.0,[*]CNC(=S)C(C=C1)=CC=C1[*],-5.96,2.3012,3.1832,3.4579,5.75,,3.99,1.8914
2138.0,[*]CNC(=S)C(S1)=CC=C1[*],-5.79,2.3974,2.7289,3.5084,5.8964,,4.55,1.9675
2139.0,[*]CNC(=S)N[*],-5.48,1.4813,3.9125,4.2179,5.6855,,5.58,1.8071
2140.0,[*]CNC(=S)O[*],-5.49,1.5976,4.2201,4.6235,6.2178,,4.57,1.8672
2141.0,[*]CNC(C=C1)=CC=C1C(=O)[*],-6.14,,3.1969,3.6383,,,4.8,1.9491
2142.0,[*]CNC(C=C1)=CC=C1C(S2)=CC=C2[*],-6.05,1.292,3.1255,3.7272,5.0179,,4.42,1.9541
2143.0,[*]CNC(C=C1)=CC=C1N[*],-5.93,0.54,3.4981,4.0626,4.6919,,4.2,1.8632
2144.0,[*]CNC(C=C1)=CC=C1O[*],-5.98,0.7695,3.7495,4.3424,5.1109,,4.14,1.8414
2145.0,[*]CNC(S1)=CC=C1C(=O)[*],-6.0,2.2797,2.5818,3.1504,5.431,,5.29,2.0195
2146.0,[*]CNC(S1)=CC=C1C(=S)[*],-5.78,2.9244,1.6806,2.4271,5.3497,,6.19,2.251
2147.0,[*]CNC(S1)=CC=C1C(C=C2)=CC=C2[*],-6.04,1.6671,3.3441,3.738,5.4046,,4.18,1.9424
2148.0,[*]CNC(S1)=CC=C1N[*],-5.7,0.5629,3.5157,4.2825,4.8739,,4.18,1.8551
2149.0,[*]CNC(S1)=CC=C1O[*],-5.74,0.8203,3.6125,4.4862,5.3042,,4.2,1.8497
2150.0,[*]CNCC(=O)[*],-5.59,1.6269,3.6121,4.7515,6.367,,3.5,1.7201
2151.0,[*]CNCC(=S)[*],-5.26,2.6857,2.6614,3.4106,6.0922,,3.85,1.8901
2152.0,[*]CNCC(C=C1)=CC=C1[*],-5.84,1.2974,4.4323,4.958,6.259,,3.37,1.7745
2153.0,[*]CNCC(S1)=CC=C1[*],-5.61,1.1612,4.1265,4.6476,5.8087,,3.53,1.7813
2154.0,[*]CNCCCOCO[*],-5.21,0.6155,6.3311,5.4895,6.3776,,3.54,1.6616
2155.0,[*]CNCNC(=O)NC(=O)N[*],-5.84,0.7092,5.4,6.2347,6.2252,,3.92,1.6781
2156.0,[*]CNCN[*],-5.22,0.8689,6.2293,5.1634,6.0806,,3.29,1.7262
2157.0,[*]CNCO[*],-5.27,0.7624,6.9282,5.5885,6.4057,,3.53,1.6697
2158.0,[*]CNOC(=S)[*],-5.28,2.5,3.5947,4.3013,6.7958,,3.89,1.8633
2159.0,[*]CNOC(C=C1)=CC=C1[*],-5.9,0.891,4.1647,4.831,5.7444,,3.65,1.8294
2160.0,[*]CNOC(S1)=CC=C1[*],-5.66,1.0659,4.0591,4.5017,5.578,,3.82,1.8539
2161.0,[*]CNON[*],-5.01,0.9652,4.8889,5.3302,6.3414,,3.62,1.7453
2162.0,[*]COC(=O)NCCCCCCNC(=O)OCc1cccc([*])n1,,,,5.1146,,,,
2163.0,[*]COC(=O)NCCNC[*],-5.49,0.5903,6.3647,5.81,6.3844,,3.67,1.6706
2164.0,[*]COC(=O)NCc1ccc(CNC(=O)OCc2ccc([*])o2)o1,,,,5.0674,,,,
2165.0,[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3[*])cc2)cc1,,,,4.6344,,,,
2166.0,[*]COC(=O)OC1C([*])OC2OC(C)(C)OC21,,,,6.6177,,,,
2167.0,[*]COC(=O)OCC1OC(C)(C)OC1[*],,,,6.6512,,,,
2168.0,[*]COC(=O)OCC1OC(OCC)(OCC)OC1[*],,,,6.474,,,,
2169.0,[*]COC(=O)OCC1OC(OCC)OC1[*],,,,6.8573,,,,
2170.0,[*]COC(=O)O[*],-5.97,0.7529,7.1042,8.0093,8.8314,,3.73,1.657
2171.0,[*]COC(=S)O[*],-5.47,2.0771,3.6556,4.8041,6.8707,,4.34,1.8467
2172.0,[*]COC(C=C1)=CC=C1O[*],-6.03,0.9466,4.685,4.8731,5.8209,,3.8,1.7891
2173.0,[*]COC(S1)=CC=C1C(C=C2)=CC=C2[*],-6.07,1.6377,3.0939,3.6898,5.3253,,4.15,1.9391
2174.0,[*]COC(S1)=CC=C1O[*],-5.78,0.8857,4.3601,4.8466,5.7358,,3.85,1.795
2175.0,[*]COC1CC2CC(O[*])C1C2,,,,5.9517,,,,
2176.0,[*]COC1CCC(O[*])CC1,,,,6.3134,,,,
2177.0,[*]COC1CCC([*])OC1,,,,5.6324,,,,
2178.0,[*]COC1OC([*])C(O)C(O)C1O,,,,5.8976,,,,
2179.0,[*]COCC(C)O[*],,,,6.2765,,,,
2180.0,[*]COCOCCCO[*],-5.22,0.6927,7.1737,6.5721,7.1508,,3.51,1.6589
2181.0,[*]COCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,,,,4.4493,,,,
2182.0,[*]CONC(=O)[*],-5.69,1.2523,5.5012,6.1048,7.3554,,4.13,1.7438
2183.0,[*]CONO[*],-5.08,0.421,5.9349,6.4799,7.0389,,4.25,1.7417
2184.0,[*]CO[*],-5.32,0.9897,8.7732,6.6048,7.5826,97.74314666,3.72,1.6434
2185.0,[*]COc1ccc(C(=C(Cl)Cl)c2ccc(O[*])cc2)cc1,,,,4.1966,,,,
2186.0,[*]COc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,,,,4.3746,,,,
2187.0,[*]CS(=O)(=O)C1CC([*])C[N+](C)(C)C1,,,,0.1093,,,,
2188.0,[*]CS[*],,,4.8805,5.3464,,,,
2189.0,[*]C[*],,,,6.8972,,47.8,,
2190.0,[*]Cc1c(C)c(C)c(CNC(=O)CCCC(=O)N[*])c(C)c1C,,,,5.2131,,,,
2191.0,[*]Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N[*])c(C)c1C,,,,5.3395,,,,
2192.0,[*]Cc1c(O)c(C(C)=O)cc(CNC(=S)N[*])c1OC,,,,3.7679,,,,
2193.0,[*]Cc1c(O)c(CNC(=O)N[*])cc(C(CC)=NO)c1O,,,,4.9442,,,,
2194.0,[*]Cc1cc(C)c([*])cc1C,,,,5.0056,,,,
2195.0,[*]Cc1cc(C23CC4CC(CC(C4)C2)C3)cc(CN([*])C)c1O,,,,4.5466,,,,
2196.0,[*]Cc1cc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O[*])cc3)cc2)cc(C(C)(C)C)c1,,,,4.7039,,,,
2197.0,[*]Cc1ccc(-c2ccc(CSC(=O)CCC(=O)S[*])cc2)cc1,,,,4.7843,,,,
2198.0,[*]Cc1ccc(C(=O)N[*])cc1,-6.17,1.8315,4.2448,5.0419,6.8713,,3.96,1.8171
2199.0,[*]Cc1ccc(C(=O)O[*])cc1,-6.22,2.2574,3.7934,4.9209,7.179,,4.03,1.8426
2200.0,[*]Cc1ccc(CN2CCN([*])C(C)C2)cc1,,,,4.6219,,,,
2201.0,[*]Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N[*])cc1,,,,5.2323,,,,
2202.0,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N[*])cc1,,,,5.2897,,,,
2203.0,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N[*])cc1,,,,5.288,,,,
2204.0,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*])cc1,,,,5.5873,,,,
2205.0,[*]Cc1ccc(CNC(=O)c2cccc(C(=O)N[*])c2)cc1,,,,4.6753,,,,
2206.0,[*]Cc1ccc(CNC(C)=N[*])cc1,,,,4.9237,,,,
2207.0,[*]Cc1ccc(COC(=O)CC(=O)O[*])cc1,,,,5.5783,,,,
2208.0,[*]Cc1ccc(COC(=O)CCC(=O)O[*])cc1,,,,5.464,,,,
2209.0,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,,,,5.4521,,,,
2210.0,[*]Cc1ccc(COC(=O)CCCCCC(=O)O[*])cc1,,,,5.6303,,,,
2211.0,[*]Cc1ccc(COC(=O)CCCCCCCCC(=O)O[*])cc1,,,,5.2222,,,,
2212.0,[*]Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O[*])cc1,,,,5.5473,,,,
2213.0,[*]Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O[*])cc1,,,,5.5452,,,,
2214.0,[*]Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*])cc1,,,,5.4522,,,,
2215.0,[*]Cc1ccc(COC(=O)CCCCSCCCCC(=O)O[*])cc1,,,,4.7687,,,,
2216.0,[*]Cc1ccc(COC(=O)O[*])cc1,,,,5.5423,,,,
2217.0,[*]Cc1ccc(COC(=O)c2cccc(C(=O)O[*])c2)cc1,,,,4.5912,,,,
2218.0,[*]Cc1ccc(CO[*])cc1,-5.89,1.6106,4.8019,4.9575,6.5689,,3.47,1.7774
2219.0,[*]Cc1ccc(CSSSS[*])cc1,,,,4.3206,,,,
2220.0,[*]Cc1ccc(C[n+]2ccc(-c3cc[n+]([*])cc3)cc2)cc1,,,,2.0993,,,,
2221.0,[*]Cc1ccc(OCOc2ccc([*])c3cccnc23)c2ncccc12,,,,3.5315,,,,
2222.0,[*]Cc1cccc(CN(C)C(=O)CCCCC(=O)N([*])C)c1,,,,5.4868,,,,
2223.0,[*]Cc1cccc(CN([*])c2ccccc2)c1O,,,,4.1958,,,,
2224.0,[*]Cc1cccc(CNC(=O)C2=C(C(=O)N[*])C3C=CC2C3)c1,,,,3.5629,,,,
2225.0,[*]Cc1cccc(CNC(=O)CCCCC(=O)N[*])c1,,,,,,25.87,,
2226.0,[*]Cc1cccc([*])c1O,,,,4.4656,,,,
2227.0,[*]Cc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,,,,3.8894,,,,
2228.0,[*]Cc1nc2cc3sc([*])nc3cc2s1,,,,3.8345,,,,
2229.0,[*]N(C(=O)C1=C2)C(=O)C1=CC=C2C(=O)C(=CC=C3C4(=O))C=C3C(=O)N4C(C)COCCOCCOC(C)COCC(C)[*],-5.89,,,,,,,
2230.0,[*]N1C(=O)c2ccc(N3C(=O)C4CCC(C5CCC6C(=O)N([*])C(=O)C6C5)CC4C3=O)cc2C1=O,,,,4.0715,,,,
2231.0,[*]N1CC(O)=C(C2C(=O)C3=C(C2=O)C(C)(F)N3[*])C1=O,,,,3.4532,,,,
2232.0,[*]N1CCC(CCc2ccc(N3C(=O)c4ccc(N5C(=O)C(=O)N([*])C5=O)cc4C3=O)cc2)CC1,,,,2.8897,,,,
2233.0,[*]N=C(N=C(NC(C)=O)NC(C)=O)N=C([*])OC(C)=O,,,,3.7327,,,,
2234.0,[*]N=C(O)N=C([*])N=C(N)N,,,,3.4308,,,,
2235.0,[*]N=C1C=CC([*])C=C1C,,,,3.8461,,,,
2236.0,[*]N=C1C=CC([*])C=C1Cl,,,,4.0784,,,,
2237.0,[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccccc21,,,,1.6985,,,,
2238.0,[*]N=CC(C)=CC=CC=C(C)C=Nc1nc(-c2csc([*])n2)cs1,,,,1.6324,,,,
2239.0,[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CCCC)s2)s1,,,,2.8673,,,,
2240.0,[*]N=Cc1ccc(C=Nc2sc([*])c(C#N)c2C#N)cc1,,,,1.5066,,,,
2241.0,[*]N=NNc1ccc(NN=Nc2ccc([*])cc2)cc1,,,,1.9731,,,,
2242.0,[*]N=Nc1cc([*])ccc1C,,,,3.0039,,,,
2243.0,[*]N=Nc1ccc(-c2ccc([*])c(C)c2)cc1C,,,,2.1369,,,,
2244.0,[*]N=Nc1ccc(NC(=O)CCC(=O)Nc2ccc([*])cc2)cc1,,,,2.9351,,,,
2245.0,[*]N=Nc1ccc([*])cc1,,,,1.7643,,,,
2246.0,[*]N=P([*])(Cl)Cl,,,,3.9556,,,,
2247.0,[*]N=P([*])(OCCC(=O)C=C)OCCC(=O)C=C,,,,3.9384,,,,
2248.0,[*]N=P([*])(Oc1cccc(Cl)c1)Oc1cccc(Cl)c1,,,,4.9374,,,,
2249.0,[*]N=c1c(=Nc2ccc([*])cc2)c2cccc3cccc1c32,,,,2.1929,,,,
2250.0,[*]NC(=O)C(=S)C(=O)[*],-6.35,5.1781,1.4363,1.0075,6.114,,6.53,2.263
2251.0,[*]NC(=O)C(=S)C(C=C1)=CC=C1[*],-6.26,3.6154,1.5619,2.9128,6.5245,,5.85,2.1735
2252.0,[*]NC(=O)C(=S)C(S1)=CC=C1[*],-6.16,3.9034,0.9512,1.8546,6.6147,,8.51,2.5744
2253.0,[*]NC(=O)C(=S)O[*],-5.88,4.3681,2.095,3.3593,7.7235,,6.14,2.1173
2254.0,[*]NC(=O)C(C=C1)=CC=C1C(=S)[*],-6.28,3.4516,2.4238,2.8785,6.3279,,5.0,1.971
2255.0,[*]NC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],-6.4,2.3815,2.6675,3.3965,5.7787,,4.85,2.0808
2256.0,[*]NC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],-6.31,2.1302,1.9266,4.012,6.1434,,5.23,2.1305
2257.0,[*]NC(=O)C(C=C1)=CC=C1O[*],-6.24,2.0709,3.6086,4.6617,6.7472,,4.32,1.9128
2258.0,[*]NC(=O)C(S1)=CC=C1C(=O)[*],-6.4,3.408,2.6812,3.683,7.093,,5.39,2.034
2259.0,[*]NC(=O)C(S1)=CC=C1C(=S)[*],-6.14,3.7504,1.932,2.3774,6.1268,,6.12,2.2308
2260.0,[*]NC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],-6.33,2.6235,1.9448,2.9223,5.5458,,5.9,2.2535
2261.0,[*]NC(=O)C(S1)=CC=C1O[*],-6.08,2.2174,3.0418,4.3505,6.5697,,4.85,1.969
2262.0,[*]NC(=O)C=CC(=O)Nc1nc([*])nc(N)n1,,,,3.896,,,,
2263.0,[*]NC(=O)NC(=O)[*],-6.46,2.041,3.9867,3.9005,5.9087,,5.39,1.8738
2264.0,[*]NC(=O)NC(=S)[*],-6.02,3.7029,2.0371,3.4559,7.159,,7.36,2.102
2265.0,[*]NC(=O)NC(C=C1)=CC=C1[*],-6.31,,3.4515,4.3867,,,4.69,1.9598
2266.0,[*]NC(=O)NC(S1)=CC=C1[*],-6.15,1.6045,3.137,3.228,4.8361,,4.94,2.0074
2267.0,[*]NC(=O)NCCCCCCNC(=O)Nc1cccc([*])n1,,,,4.99,,,,
2268.0,[*]NC(=O)NO[*],-5.7,1.9635,5.0658,5.5354,7.4857,,5.14,1.8753
2269.0,[*]NC(=O)OC(=O)[*],-6.61,2.561,4.9145,5.6538,8.2121,,5.35,1.7525
2270.0,[*]NC(=O)OC(=S)[*],-6.1,3.7701,2.5812,3.8869,7.661,,5.76,1.9479
2271.0,[*]NC(=O)OC(C=C1)=CC=C1[*],-6.35,1.3447,3.4546,4.5955,5.9392,,4.54,1.8802
2272.0,[*]NC(=O)OC(S1)=CC=C1[*],-6.2,1.551,3.4227,3.8172,5.369,,4.64,1.9321
2273.0,[*]NC(=S)C(=C1)SC(=C1)C(=S)[*],-5.92,,1.6122,2.1587,,,6.57,2.3514
2274.0,[*]NC(=S)C(=O)C(=S)[*],-5.94,,1.5026,,,,,
2275.0,[*]NC(=S)C(=O)O[*],-5.89,4.0646,1.8481,2.4947,6.5527,,6.34,2.1342
2276.0,[*]NC(=S)C(C=C1)=CC=C1C(=S)[*],,,,1.0444,,,,
2277.0,[*]NC(=S)C(C=C1)=CC=C1O[*],-6.02,2.5935,2.6021,3.2939,5.884,,4.57,1.9858
2278.0,[*]NC(=S)C(S1)=CC=C1O[*],-5.82,2.8874,2.3899,3.2187,6.1012,,5.61,2.1391
2279.0,[*]NC(=S)NC(=S)[*],-5.69,4.2115,2.0315,2.8537,7.0636,,6.08,2.2528
2280.0,[*]NC(=S)NC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],-6.09,1.379,3.7898,3.7839,5.378,,4.19,1.8992
2281.0,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2CC(C=C3)=CC=C3[*],-6.09,,3.6012,3.7248,,,4.55,1.9843
2282.0,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2OC(C=C3)=CC=C3[*],-6.15,2.2298,2.9952,3.4978,5.9845,,5.43,2.0467
2283.0,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCCC[*],,,3.5538,,,,,
2284.0,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCC[*],-5.61,1.6869,,,5.4552,,4.17,1.8822
2285.0,[*]NC(=S)NC(C=C1)=CC=C1[*],-6.09,2.0356,2.6405,3.4701,5.5113,,5.66,2.0938
2286.0,[*]NC(=S)NO[*],-5.23,2.2894,3.3916,3.4611,5.7438,,6.07,2.0671
2287.0,[*]NC(=S)OC(=S)[*],-5.64,4.0637,2.4316,2.5906,6.6502,,6.0,2.157
2288.0,[*]NC(=S)Sc1cc(N)nc([*])n1,,,,3.0317,,,,
2289.0,[*]NC(C#N)=C(C#N)NC(=O)c1ccc(C([*])=O)cc1,,,,3.4817,,,,
2290.0,[*]NC(C([*])=O)C(C)CC,,,,5.462,,,,
2291.0,[*]NC(C([*])=O)C(Cc1ccccc1)c1c[nH]cn1,,,,4.764,,,,
2292.0,[*]NC(C)(C)C(C)(C)C([*])=O,,,,5.4856,,,,
